DALI_ID,Title,Artist,Language,Genre
0506fd0f911647049d840fddf3d412aa,"Tonight, Tonight",The Rasmus,english,N/A
050c5407c3cf421ea65c1d0dbc52137f,Re-Arranged,Limp Bizkit,english,Rock
05556f56a8f34a59ac36b72e70313b86,Bless,Vavamuffin,polish,Reggae
0556d8af38b84428a46641cfa5ca498a,To France,Blind Guardian,english,N/A
056bd0b2574c4e8db9de294395b22250,Mean,Taylor Swift,english,Pop
05755964fd1d4b94ab658b27694f7cd1,I'm Alive,Céline Dion,english,"Dance, Pop"
059403b5f82447df8a1b9ceeee262d3e,Castle Of Glass,Linkin Park,english,"Alternative, Rock"
0595aaaa8e49446d9ee6b9182280f3c0,Protection,Massive Attack,english,Dance
05a7b788e14746c091f41ba7a273f61c,All Signs Point To Lauderdale,A Day To Remember,english,N/A
05a8aad4750044a4a4eeb83537cc9ec7,Stimme,EFF,german,N/A
05acae1b8649404d84052f56d0ccff42,Head Over Feet,Alanis Morissette,english,Rock
05b3621afb3e481fb3c200c5bb6e742f,Imbranato,Tiziano Ferro,italian,Pop
05d128a31ad64acca530cd8f4125a423,Feeling's Gone,The Cat Empire,english,"Pop, Rock"
05ddd86fbc22495abb5ff07fc5e18b0c,Hero,Sterling Knight,english,N/A
05f17f5321d549178394cd615230ff1f,Stay,Rihanna,english,"Pop, Pop internationale"
05f72e4b4ba94cfe93f638b3cd71a273,You Make Me Feel Brand New,Simply Red,english,Pop
061a38b22a074cac81dc42332fa9b8af,Nada Valgo Sin Tu Amor,Juanes,spanish,Latino
06287e31b1724d7ebffb17e5be5a6aa2,L'Assenzio,Bluvertigo,italian,N/A
0631efa1de464f42989875e5d562db09,Pazzo Di Lei,Biagio Antonacci,italian,Pop
06347d299fdd43bf86222ce8d2711c9a,Roulette,System Of A Down,english,"Pop, Rock"
063a188535744764b78cf500319adf78,L'Amour N'Est Rien...,Mylène Farmer,french,N/A
063a1d06bcd64eaebd357188f5c67355,Sen O Victorii,Dżem,polish,N/A
063c81d8c4ee4ef58d0737ebb94ea85b,Can't Stop This Thing We Started,Bryan Adams,english,N/A
063ceff0f06e409c84c5ca6ac92d55d4,Born To Try,Delta Goodrem,english,"Alternative, Rock indé"
06476d0a94a1434d8247900394d1fece,Queen Of Hearts,Juice Newton,english,"Country, Pop"
064cf1190e0e4424abc2bcdffd72a3f8,Joana,Roland Kaiser,german,"Pop, Pop internationale"
064e3c322a9444b2ac967e940e8d6af1,Sand In Meiner Hand,Down Below,german,N/A
066d75a6a2e04252bcfa9751e305966a,Coccinella,Biagio Antonacci,italian,Pop
067b73868fd047bb89104f55101a4fc9,Church On Sunday,Green Day,english,"Alternative, Pop"
068462cdc7b24cb3b1327bc6edcdefeb,Drifting,Sixpence None The Richer,english,Rock
068838b113a24bada34ee9b462f68a37,Bad Moon Rising,Creedence Clearwater Revival,english,"Country, Pop"
068841128b3340a19028a5b6c7ee03fd,Hung Over On A Tuesday,Dredg,english,Rock
06897bd0c142496f92cba2cecff4fb6b,The Game,Disturbed,english,"Pop, Rock"
0692180c5c2f4eaebf23d9775bd0079f,Anything Can Happen In The Next Half Hour...,Enter Shikari,english,N/A
069b67e9ec2b43e8afc2fc63d23be7e0,Hai Bucato La Mia Vita,Adriano Celentano,italian,N/A
069fda8737084ee0936272e704a37266,Slow,Kylie Minogue,english,Pop
06a10e3238c243cdbba35dbf4ee9c08b,Miasto Kobiet,Makowiecki Band,polish,Pop
06aa4ab824794516a7111289a1a7081e,Tornado Of Souls,Megadeth,english,"Pop, Rock"
06e8322a90954a028762888dfe3e70cf,My Heart Takes Over,The Saturdays,english,Pop
072dcfaa85e84d8cbac85043d2b0c93f,Ashley,Escape The Fate,english,Alternative
073763b611d54b618913a5b74d4a345b,Dead Inside,Muse,english,Alternative
074c7393dab44a89bb59856c104df6dc,Life Of The Party,Shawn Mendes,english,Pop
074e894449f344cfbfff21e454833424,Born To Die,Lana Del Rey,english,"Alternative, Pop Indé"
0750ef44b1ea4ebc9f44c4b53cd6208e,Iron Man,Black Sabbath,english,Rock
07521515d24446ce87762eaef5e2e921,Good Girl,Carrie Underwood,english,Country
0754144b35dc4bea98ce02251551f20f,Living In America,The Sounds,english,Pop
0754957cf76c411ab9b0f7ebbabd11d9,Little Miss Perfect,Sugababes,english,Pop
07673401011345a78fb966ec924084f0,Don't Go Breaking My Heart,Elton John,english,Pop
077d26b8424e4fb28b88cabfd45b6a30,World Of Chances,Demi Lovato,english,Pop
0781f668bd674beeb40fe99ee414dde6,Becoming More Like Alfie,The Divine Comedy,english,Pop
07833931b466421c9d91cc22a3bd16bc,My Little Pony Theme Song,Daniel Ingram,english,N/A
0785cec64b644b3a926f48468fc96489,Fullmoon,Sonata Arctica,english,"Pop, Rock"
078a3594232b4f66b2fa26a447eee4b0,Drill Instructor,Captain Jack,english,"Electro, Dance"
078c2be841a34b19b9af43f2e09b6463,Birds,Anouk,english,N/A
07a37e07ebc04b65b81136f2d9ecd409,Really Don't Care,Demi Lovato,english,Pop
07bb87569d7044f8a1ec3760520045d2,Hit The Road Jack,Ray Charles,english,R&B
07bd377fbeca4db0a9daacc9617bb6c5,Terrified,Story Of The Year,english,"Alternative, Rock"
07cc940ae9e64b50896fd1fd92b21f7a,Iris (Spanish Version),Biagio Antonacci,spanish,N/A
07dd97dce65543fdb2e3eefcdb64b86a,White Christmas,Bing Crosby,english,"Jazz, Pop"
07f5f6614a7e4748923887331f2c7022,Alle Dasselbe,Farin Urlaub,german,N/A
07f875136c2840ccbf111373a80ba078,The Sound Of Silence,Disturbed,english,Rock
08062567f7964b5689bf1d931fb3ae3c,Mr. Curiosity,Jason Mraz,english,"Alternative, Rock indé"
080758eb2a15448eb5d550088ee7b390,Smak Słów,Goya,polish,"Electro, Pop"
0822467d6ed4432e8e4944361b2897dd,Dosed,Red Hot Chili Peppers,english,Alternative
083046a71cca48eda9da7954fb651064,Ci Wielcy,Ich Troje,polish,"Pop, Pop internationale"
083ac35a740c445c8a7d875cad704bb7,Bums Bums Bums Bums,J.B.O.,german,"Pop, Rock"
0860f8403f394e0fa37accc4760beee1,Im Więcej Ciebie Tym Mniej,Natalia Kukulska,polish,Pop
086d2776ce7748f4b0a6abe038ddb03d,Tiger,ABBA,english,Pop
08863cf020d24c51bbc118cdf737471b,Under Cover Of Darkness,The Strokes,english,Alternative
089587f139c747609eae841ef66f6e21,Non Ti Scordar Mai Di Me,Giusy Ferreri,italian,N/A
08be75dce45742df9a145db57954d933,The Green Fields Of France,Dropkick Murphys,english,Rock
08c493467f624116a5b6298722d22e30,Como Un Fan,La Casa Azul,spanish,"Alternative, Pop"
08cf9f8e0f394e1d9e750d773428f2cd,I Have Nothing,Whitney Houston,english,Bolero
08dd3393943f4bcb86103dfc82276a7e,Jedina,Zdravko Čolić,croatian,Pop
08eb9d1c102147b6a502ee8ce84bcf13,Lok Auf 2 Beinen,Peter Fox,german,N/A
08f9097870aa4ef4a4ebef2722ea6ad0,El Universo Sobre Mí,Amaral,spanish,"Alternative, Rock indé"
090d124995974dd29fe528bed4f13a13,Tear Away,Drowning Pool,english,Rock
090f82af22054a7190345b7f86fe85ba,5 Days,Patrick Nuo,english,"Alternative, Pop Indé"
0911a0b9141b4f599363f348db230113,The Night,Disturbed,english,"Pop, Rock"
0917181cbad04dfe861798592bfd8221,A Stranger,A Perfect Circle,english,"Alternative, Pop Indé"
092027f232d047d7a15427be1a1cfa7e,Under The Bridge,Red Hot Chili Peppers,english,"Alternative, Pop Indé"
0921105ba4ed4a14b33ab3903c7d66ba,Ataque De Caca,Los Mox!,spanish,N/A
0925c91ae4a449e88998a65d3ced47d4,Under The Sun,Cheryl Cole,english,N/A
09292a9d8d6b4e008d270da087dbf51d,Boot Scootin' Boogie,Brooks & Dunn,english,Country
0935ca984e5b4654af008b62246270e6,Wish You Were Here,Incubus,english,"Alternative, Pop"
094b0eb059b54696902f92f4a7c124a1,Biba,Boys,polish,Disco
094d6c0af3e446c69b4369f4f508b90a,Fly,Blind Guardian,english,N/A
094e841dad79435599635120b8107c81,Punk Rock Song,Bad Religion,english,Alternative
09566055ad1a468987a9d41e11e072d7,Ausencia,Rosa López,spanish,N/A
095f16f37b984b10b4043c7af1d451fa,One Way Or Another (Teenage Kicks),One Direction,english,Pop
095fc120fd2e4fe78f16c6281af54686,One Last Breath,Creed,english,Rock
0963c56042474c95b9074c154f5ea4fa,Shake It Out,Florence + The Machine,english,Alternative
096ce42b8ee04854a0d6809df00f1cc9,Teenager Liebe,Die Ärzte,german,N/A
097596a9ebd84b8c8cdf3b1a51ff87a1,Hounds Of Love,Kate Bush,english,Rock
0982275fd25943ec943a51c40921119f,Mystery Of You,Red,english,Rock
09b608976efe4725bd938aad707f30e5,Pet,A Perfect Circle,english,"Alternative, Pop Indé"
09b82944ccb244fa8cc5964d99989b85,You Ruin Me,The Veronicas,english,Pop
09c8242484c2467ea024a725437d3793,Weg Nach Unten,Knorkator,german,N/A
09dc2927a297461bb7bd1c5162ce8d9e,The Dream Is Over,Story Of The Year,english,Rock
09e599983657452584d037a1b89b6c16,Martyr,Depeche Mode,english,"Pop, Rock"
0a0806f1fb67405b8d3a5b0c19a8442a,Oasis,Do As Infinity,tagalog,N/A
0a0c413b5290497c96d5327e2ef2ad8d,Take My Hand,Simple Plan,english,"Alternative, Rock indé"
0a0da3cd8c874b609670903c74a737a2,One Night In Bangkok,Murray Head,english,"Films/Jeux vidéo, Comédies musicales"
0a1c2a896fa34688b86547f4317a7733,Hands On Me,Ariana Grande,english,Pop
0a2158ab33ae4efcb8f1bdfd0ff49f56,City Of Delusion,Muse,english,Alternative
0a25b78b63494c1c882ffd0a09cdfbad,Wedding Dress,Taeyang,english,N/A
0a465461efa54b4aab8e3ec04870e6ae,An Angel,The Kelly Family,english,Pop
0a4ac7e908ca4c05ab5b280a6b0d6538,Heartbeats,José González,english,N/A
0a50b95f828e4217849aa09d4764bcce,Riders On The Storm,The Doors,english,Rock
0a5e99bf11c24a6c968bb8ff04c9d023,Balliamo Sul Mondo,Ligabue,italian,"Alternative, Rock indé"
0a6bcde44baf477f8dcde53a3a1b6846,Moon Over Bourbon Street,Sting,english,Pop
0a70506a03b54961a9cefa4d201c49fc,When I Was Young,Eric Burdon,english,N/A
0a8a05e16d074c2da65fb9231e0739c9,Love And Marriage,Frank Sinatra,english,"Jazz, Pop"
0aac57f7e23e41de89746101022475fa,She,Green Day,english,"Alternative, Pop Indé"
0ab34ce9fa6a4da38a1ec894f0e3a1f4,Dem Gone,Gentleman,english,"Pop, Reggae"
0abd6d1e459442629f84c8c747a046d5,Ticket To Ride,The Beatles,english,N/A
0ad6629ba40045a3b6c7c6922e0fca4d,My Love,Westlife,english,"Jeunesse, Pop"
0addb1f2074845baac94a439752e2a3f,Give U My Heart,Toni Braxton,english,"Dance, Rap/Hip Hop"
0ae644629fc04c7ab169077cf994888a,Got Dynamite,Demi Lovato,english,Pop
0ae7cfb23804491996d0bc9cf775020f,Run For The Roses,Dan Fogelberg,english,"Pop, Rock"
0aed36cc0f6540948d2ab0b9027f730e,Have You Ever Seen The Rain,Creedence Clearwater Revival,english,"Country, Pop"
0af1151ccaa146f4b1c1082e8cd215bf,Fallin' For You,Colbie Caillat,english,"Pop, Rock"
0b02a65a70d14463978ac556ccb881e5,Grace Kelly,Die Ärzte,german,N/A
0b0ea222f9fc4ea583ce0cfdf6a21809,Sunny Day,Kristiina Wheeler,english,"Pop, Rock"
0b1298ea00564ab88533773cab59c55d,Immer Wieder,Mutabor,german,Pop
0b16b9b0fe5540cca4e5996096626a6d,Forever Not Yours,A-ha,english,"Alternative, Rock indé"
0b174c98ffae4d72a1b3b4dab2b2a740,Shine,Booty Luv,english,N/A
0b1fac9ca55446b8a217d85957e01705,Soli,Adriano Celentano,italian,Pop
0b23f55fe848400daf1eb8521faeb968,Hunting High And Low,A-ha,english,Pop
0b2a072b09f042a6956e59ecf95b28f4,Sweetest Thing,U2,english,"Alternative, Pop Indé"
0b353829ccab40448911ace6a1cbab4e,Uptown Girl,Westlife,english,"Jeunesse, Pop"
0b3fcc70c73947a39b83cc0560ecb222,Your Song,Elton John,english,"Pop, Rock"
0b5144eb32a444d9ac8f66a2e6589f94,Wonderlust King,Gogol Bordello,english,"Alternative, Pop Indé"
0b583d688ee74f17947e2be6550add0e,Pocketful Of Sunshine,Natasha Bedingfield,english,Pop
0b59aef984da4bfc9166ee96790e319b,I Need You,Marc Anthony,english,"Pop, Rock"
0b5c414b337d4d3b92b5bde525fd5335,Stockholm Syndrome,Muse,english,Alternative
0b632ce605a345c3b4317ed14f922354,Off The Chain,Selena Gomez & The Scene,english,Pop
0b64df9e74a045899dc8b3eb7851ba12,The Invisible Man,Queen,english,Rock
0b83cb35be8444df987cd78d09b73bf5,Born To Fly,Sara Evans,english,N/A
0b8e20a0c0574a0c9dd5a5ba9c279f5f,Kiss Me,Sixpence None The Richer,english,N/A
0ba5b39546c842c980e77cac5c7aee02,Raindrops Keep Fallin' On My Head,Dionne Warwick,english,N/A
0ba7744eb2ee4b89b2c44c679a9a2bc3,In The End,Green Day,english,"Alternative, Pop Indé"
0bab98c05fde454ba4319b829e22bd4a,Da Grande,Alexia,italian,N/A
0bb131003cad4009aaf10f987d9f1253,Fuck Her Gently,Tenacious D,english,Pop
0bb9ebfc218844afb8d892546ec9c2fe,Kabouterdans,Kabouter Plop,dutch,N/A
0bbb1161e9514bf6b8ea2d273da6fb00,The Wonder Of You,Elvis Presley,english,Pop
0bc043ecd6d24f479853d4f05b83aecb,Elokuun 11,Suurlähettiläät,finnish,Pop
0bc90d78e5294d1a8f9442c25f46b7b4,Sittin' At A Bar,Rehab,english,"Alternative, Pop Indé"
0bcd36e70e8049398cd4234681501789,Brief Is The Light,Sentenced,english,"Pop, Rock"
0be0577558b34f61a18b03aec79f0cca,Heartache Every Moment,HIM,english,Pop
0be826289495408bb23c89679797daa1,One More Try,George Michael,english,Pop
0bf8fe2b0c7343ee9f5acc2987c1f048,Une Île,Serge Lama,french,"Chanson française, Pop"
0bfd0ae028a743a6b5d8c46421354599,Il Faut Naître À Monaco,Joe Dassin,french,Chanson française
0c04ddc9069245d99e0388756b943a0d,The Dynamo Of Volition,Jason Mraz,english,"Alternative, Rock indé"
0c2aa549730248048b8b53c1f0a9c58e,Alles Rot,Silly,german,N/A
0c2c2ef0d9f64092b416dbd296ec462c,Anna Julia,Los Hermanos,portuguese,"Electro, Pop"
0c34d94e8702483a967d367c3bbb9f91,Mine,Taylor Swift,english,Pop
0c3f6f21c8e84b06bf4a8c314dfbb9f3,Namida No Mukou,Stereo Pony,hausa,N/A
0c4756d3cd074c939f5cb7bb1f26a4f8,La Route,Charles Aznavour,french,Pop
0c524867b0c94b669be6450703f5ffa4,Begin Again,Taylor Swift,english,N/A
0c5a3c52914d41a7ae539b402cfd71ba,La La Love,Ivi Adamou,english,Pop
0c7893809a4f4ba494ec6a51c00a38e8,Sugarplum Arches,Elysian Fields,english,N/A
0c918632db164c2cb9663bcc4d1bc46e,A Broken Man And The Dawn,Volbeat,english,Metal
0ca8ae1cd0044d8183fd5bca70f478a1,Lyla,Oasis,english,"Alternative, Pop Indé"
0cc050262f5c4187954f821515de4bf9,(Sic),Slipknot,english,Metal
0cc45530263549ab9b0df2c0a0d62fe5,Comme Ils Disent,Charles Aznavour,french,"Chanson française, Pop"
0cccc70c47bf460fbf42d50526ff65ee,Matador,Mickey 3D,french,"Alternative, Rock indé"
0cefb06841fb445eabe996ffcdf942ca,Vivo Por Ella,Andrea Bocelli & Marta Sánchez,spanish,N/A
0cf0e93e4baa4e4fb9ce69b3555ff9a3,You're So Vain,Carly Simon,english,N/A
0cf36226ad42496fa6966dd2fdd9df19,Totale Finsternis,Tanz Der Vampire,german,N/A
0cf4859ad53745c8aa0e40abd8f7d191,Voices,Disturbed,english,"Pop, Rock"
0cf6a2c263fc40598e71567cbe1af26f,Bochum,Herbert Grönemeyer,german,N/A
0cf7e0c0b2144ce5ac95a99357a665ae,A View To A Kill,Duran Duran,english,Rock
0d1dc75119924fcf8bcd9f28bb2e4ffc,Trick 17 M.S.,Die Ärzte,german,N/A
0d2ad0f92f4846a79ee017c38115c55d,A Boy Named Sue,Johnny Cash,english,Country
0d322a0602bc48f59086047b7937e8d9,Cure My Tragedy (Letter To God),Cold,english,N/A
0d37bde6f2344955831f6cc0551707f8,Jestes Szalona,Boys,polish,N/A
0d39372c31de4975b8b3dd7f95d3495d,Fine Again,Seether,english,Rock
0d39ec52bf2442c591afe030826daf55,Viva Las Vegas,Elvis Presley,english,N/A
0d65b2802af3434297334738e9cfb7ac,Lady Melody,Tom Frager,french,N/A
0d6c4f7c774044c4b9018cadcc41920e,"Always, Wu",Volbeat,english,Rock
0d6f2ad376ac4cf497242f676879f2ec,Thistle & Weeds,Mumford & Sons,english,Alternative
0d72a465348b4ee0855422a3ec924c56,Rain,Mika,english,Pop
0d84ee2673c041eebc5601bbff91198a,Kiss Me Quick,Elvis Presley,english,"Rock, Rock & Roll/Rockabilly"
0d896cd915064e26bc207ae49c0fbe95,Nur Für Dich,Wise Guys,german,N/A
0d9bfc3671a64ce2a51ca364c6cdf440,Das Kann Uns Keiner Nehmen,Revolverheld,german,Pop
0d9da870a76e44e39c3710ab425f17d0,Raccontami,Francesco Renga,italian,Pop
0db0d6a64e774260b7ddbb0241fcbe38,Doctor! Doctor!,Thompson Twins,english,Pop
0dc51935dab1400f90b46ac64e124d9f,Girl On Fire,Alicia Keys,english,"Pop, Pop internationale"
0ddbb0aba9ca47a7b75e191420d1b1f2,Mistake,Demi Lovato,english,Pop
0de1183648db474ab2f0ca7048585f87,Wonderwall,Oasis,english,Rock
0e09fbc3afbd41368d062d25ca3b241a,Tábortűz,Emberek,hungarian,"Pop, Pop internationale"
0e1a578ea4224b5aa9025aa012a72668,Die Hände Zum Himmel,Die Kolibris,german,N/A
0e2bb201e70446fd9f2c0c6c8d0bfcd2,I Don't Want To Be A Hero,Johnny Hates Jazz,english,Rock
0e4441fe64f445b79aee4596f39d61a3,Love Machine,Girls Aloud,english,Pop
0e4b287c8234408d9fce46942ea2d819,L-O-V-E,Nat King Cole,english,Pop
0e51f03136de44339626fd6af72ee646,Mirror Mirror,Blind Guardian,english,N/A
0e74a37bb4a241ba9e44248cf96f2da1,You And Me,Lifehouse,english,Pop
0e75b584369e4dcbb5e9e5a7b9e50c97,Live Like There's No Tomorrow,Selena Gomez & The Scene,english,Pop
0e8ae1d783864698ad6093549ec412b8,Time We Had,The Mother Hips,english,"Country, Alternative"
0e9264a85ca0428192b3d5bc46139339,Be My Thrill,The Weepies,english,Folk
0e9e1d024e1043268b9d9d31a7681ef4,All Too Well,Taylor Swift,english,N/A
0ea248a9588641749edeae319b6ed3ac,Gotta Get Away,The Offspring,english,Rock
0ea7ce264de3429b9d489cfcc3b1200d,Runaway,The Corrs,english,"Alternative, Rock indé"
0eab5f7d52234149804b8960cd6cff79,It Ends Tonight,The All-American Rejects,english,Pop
0eaf10512e1a4290848f267c1c95da4f,Pokka,Irina,finnish,Pop
0eaff6850a854fc9976ca1196e94a465,Rakastuin Mä Looseriin,Nylon Beat,finnish,Pop
0ec2ee5883da4b0b9abcad3bb9a80414,Eet,Regina Spektor,english,"Alternative, Rock indé"
0ed4c41a05394bbca54a0d1e001c3082,One Song Glory,Adam Pascal,english,"Pop, Rock"
0ed914e41a3941d498483f31c7b4d6ae,Freiheit,Marius Müller-Westernhagen,german,N/A
0eddf06a483b4f0ba349ad46bfb9be0c,Saufen,Die Ärzte,german,N/A
0ee48d5ebff847019548bb083c1be408,Wired For Sound,Cliff Richard,english,Rock
0eea046732e844739b7ba3ed1001708d,Black Coffee,All Saints,english,"Dance, Rap/Hip Hop"
0ef5da404f744772adbcb789d3a2d9d9,Sister Golden Hair,America,english,"Alternative, Rock indé"
0efbf5354ba24a71b6803643484c2a56,I Am,Killing Heidi,english,N/A
